"Notes","Occurrence County","Occurrence County Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate,% of Total Deaths
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder","F13.9",43,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of cocaine, harmful use","F14.1",38,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",280,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",29,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",2507,Not Applicable,Not Applicable,0.1%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",282,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",119,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",148,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",116,Not Applicable,Not Applicable,0.0%
,"Kanawha County, WV","54039","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",597,Not Applicable,Not Applicable,0.0%
,"Lewis County, WV","54041","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",19,Not Applicable,Not Applicable,0.0%
,"Lewis County, WV","54041","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",219,Not Applicable,Not Applicable,0.0%
,"Lewis County, WV","54041","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,Not Applicable,Not Applicable,0.0%
,"Lincoln County, WV","54043","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",35,Not Applicable,Not Applicable,0.0%
,"Lincoln County, WV","54043","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",34,Not Applicable,Not Applicable,0.0%
,"Lincoln County, WV","54043","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",107,Not Applicable,Not Applicable,0.0%
,"Lincoln County, WV","54043","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",16,Not Applicable,Not Applicable,0.0%
,"Lincoln County, WV","54043","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",12,Not Applicable,Not Applicable,0.0%
,"Lincoln County, WV","54043","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",62,Not Applicable,Not Applicable,0.0%
,"Logan County, WV","54045","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",73,Not Applicable,Not Applicable,0.0%
,"Logan County, WV","54045","Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use","F13.1",15,Not Applicable,Not Applicable,0.0%
,"Logan County, WV","54045","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",62,Not Applicable,Not Applicable,0.0%
,"Logan County, WV","54045","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",281,Not Applicable,Not Applicable,0.0%
,"Logan County, WV","54045","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",59,Not Applicable,Not Applicable,0.0%
,"Logan County, WV","54045","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",31,Not Applicable,Not Applicable,0.0%
,"Logan County, WV","54045","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,Not Applicable,Not Applicable,0.0%
,"Logan County, WV","54045","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,Not Applicable,Not Applicable,0.0%
,"Logan County, WV","54045","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",156,Not Applicable,Not Applicable,0.0%
,"McDowell County, WV","54047","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",53,Not Applicable,Not Applicable,0.0%
,"McDowell County, WV","54047","Mental and behavioural disorders due to use of cocaine, harmful use","F14.1",11,Not Applicable,Not Applicable,0.0%
,"McDowell County, WV","54047","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",35,Not Applicable,Not Applicable,0.0%
,"McDowell County, WV","54047","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",92,Not Applicable,Not Applicable,0.0%
,"McDowell County, WV","54047","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",30,Not Applicable,Not Applicable,0.0%
,"McDowell County, WV","54047","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",12,Not Applicable,Not Applicable,0.0%
,"McDowell County, WV","54047","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",22,Not Applicable,Not Applicable,0.0%
,"McDowell County, WV","54047","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",102,Not Applicable,Not Applicable,0.0%
,"Marion County, WV","54049","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",48,Not Applicable,Not Applicable,0.0%
,"Marion County, WV","54049","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",24,Not Applicable,Not Applicable,0.0%
,"Marion County, WV","54049","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",294,Not Applicable,Not Applicable,0.0%
,"Marion County, WV","54049","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",38,Not Applicable,Not Applicable,0.0%
,"Marion County, WV","54049","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",14,Not Applicable,Not Applicable,0.0%
,"Marion County, WV","54049","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",29,Not Applicable,Not Applicable,0.0%
,"Marion County, WV","54049","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",80,Not Applicable,Not Applicable,0.0%
,"Marshall County, WV","54051","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",21,Not Applicable,Not Applicable,0.0%
,"Marshall County, WV","54051","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",13,Not Applicable,Not Applicable,0.0%
,"Marshall County, WV","54051","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",284,Not Applicable,Not Applicable,0.0%
,"Marshall County, WV","54051","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",16,Not Applicable,Not Applicable,0.0%
,"Marshall County, WV","54051","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",36,Not Applicable,Not Applicable,0.0%
,"Mason County, WV","54053","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",38,Not Applicable,Not Applicable,0.0%
,"Mason County, WV","54053","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",29,Not Applicable,Not Applicable,0.0%
,"Mason County, WV","54053","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",192,Not Applicable,Not Applicable,0.0%
,"Mason County, WV","54053","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",25,Not Applicable,Not Applicable,0.0%
,"Mason County, WV","54053","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,Not Applicable,Not Applicable,0.0%
,"Mason County, WV","54053","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",64,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",121,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Mental and behavioural disorders due to use of cannabinoids, harmful use","F12.1",20,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use","F13.1",20,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder","F13.9",13,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Mental and behavioural disorders due to use of cocaine, harmful use","F14.1",31,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",70,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",507,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",97,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",42,Not Applicable,Not Applicable,0.0%
,"Mercer County, WV","54055","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",14,Not Applicable,Not Applicable,0.0%
